"","caseid","weight_full","mode","voted2012","regist2016","primary2016","intendvote","ideology","pid_strength","born_again","fundamentalist","race","female","income","hannity","minutes60","cooper","matthews","press","conan","bigbang","modernfamily","rush","npr","voted2016","votechoice2016","demprescandft","gopprescandft","libprescandft","greenprescandft","demhousecandft","gophousecandft","indhousecandft","demsencandft","gopsencandft","indsencandft","srsenft","jrsenft","nonrunsenft","demvpcandft","gopvpcandft","robertsft","popeft","christianfundft","femft","liberalsft","laborunionsft","poorft","bigbusinessft","conservativesft","sctft","gaysft","congressft","richft","muslimsft","christiansft","jewsft","teapartyft","policeft","transft","scientistsft","blmft","taxmill","vaccincesinschool","vaccines","govtreduceeq","reqequal","howequal","foreignim","immigsupport","freetradeag","marijuana","asiansft","hispanicsft","blacksft","illegalsft","whitesft","location","educ","gop","dem","employed","cath_attend","prot_attend","jew_attend","cath_nonatt","prot_nonatt","jew_nonatt","obama12","romney12","yesvote2016","trump16","clinton16"
"255",300636,0.86680001,1,1,0,0,1,5,5,0,0,1,1,4,0,1,0,1,0,1,0,0,0,0,3,NA,40,60,NA,60,NA,60,NA,50,60,NA,NA,NA,NA,50,50,NA,70,40,60,50,60,85,50,70,40,60,50,60,60,70,85,50,85,60,70,40,1,1,2,1,1,1,NA,3,0,1,85,85,60,40,60,"ID",4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"256",300637,1.0652,1,1,1,0,1,NA,4,1,0,2,0,2,0,0,0,0,0,0,0,0,NA,NA,1,NA,50,50,998,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,50,30,50,85,85,50,50,70,100,70,50,85,70,50,0,50,85,85,40,40,60,100,50,-1,1,1,-1,1,1,NA,4,NA,-1,50,50,50,50,50,"TX",3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"257",300638,0,1,1,0,0,1,5,5,0,0,1,0,4,0,1,0,0,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KS",5,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"258",300641,0.72460002,1,1,1,1,1,3,1,0,0,5,1,5,0,0,1,0,0,0,0,1,NA,NA,4,1,100,15,15,15,85,60,NA,NA,NA,NA,30,0,NA,85,15,50,100,40,100,85,50,85,40,40,85,85,70,50,70,85,85,30,85,85,85,85,1,1,1,0,1,1,NA,4,1,1,85,85,85,70,85,"TX",3,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"259",300642,0,1,0,1,0,NA,4,3,0,0,6,0,NA,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI",NA,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"260",300644,0.447,1,0,0,1,NA,NA,4,1,0,5,0,1,0,0,1,0,0,0,0,0,NA,NA,2,NA,40,70,NA,70,50,50,85,NA,NA,NA,50,70,NA,60,85,85,50,85,40,60,85,85,60,60,85,40,70,50,40,85,85,50,85,40,50,40,1,1,2,1,1,1,NA,3,1,-1,NA,NA,NA,NA,NA,"TX",4,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"261",300655,0.34760001,1,1,1,0,1,2,1,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,4,1,100,0,0,40,70,50,NA,NA,NA,NA,60,0,NA,NA,0,85,85,30,85,85,50,50,40,15,70,100,15,50,85,40,85,0,70,100,85,70,1,1,1,1,1,1,NA,3,1,1,100,100,100,100,100,"TX",4,0,1,1,0,0,0,1,0,0,1,0,1,0,1
"262",300656,0.54720002,1,1,1,1,1,NA,2,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,4,2,85,100,50,60,NA,50,NA,NA,NA,NA,NA,NA,NA,50,100,60,60,85,50,50,70,100,85,50,85,50,70,100,50,85,85,50,85,50,85,50,NA,1,1,1,1,1,NA,3,NA,0,60,60,85,60,60,"LA",4,0,1,0,0,1,0,0,0,0,1,0,1,1,0
"263",300657,1.0022,1,1,1,1,1,2,3,1,0,1,1,5,0,1,0,0,0,0,1,0,0,0,4,1,50,0,50,50,50,15,NA,NA,NA,NA,40,0,NA,50,50,60,85,85,85,85,85,85,30,60,70,70,40,40,85,100,85,30,85,50,100,40,1,1,1,-1,1,1,-1,4,0,-1,85,85,70,70,70,"TN",5,0,0,1,0,1,0,0,0,0,1,0,1,0,1
"264",300658,1.4334,1,1,1,1,1,5,7,0,0,1,0,5,0,1,1,0,0,0,0,0,1,0,4,2,15,60,NA,50,NA,85,NA,50,NA,NA,NA,NA,NA,NA,50,50,70,70,50,30,30,70,40,60,50,50,40,40,50,70,50,50,70,50,60,30,1,1,1,1,1,1,NA,2,1,-1,85,85,40,30,85,"CO",2,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"265",300660,0.7245,1,1,1,1,1,6,NA,0,0,1,1,6,0,1,0,0,0,0,1,0,0,0,4,NA,40,50,50,50,50,60,NA,50,50,NA,NA,NA,50,50,60,50,70,50,50,50,40,85,50,50,50,100,50,NA,NA,85,NA,50,85,85,85,50,-1,1,1,0,0,NA,-1,2,0,-1,85,85,85,50,85,"KS",3,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"266",300663,0.4163,1,1,0,0,1,6,7,1,0,1,0,2,1,0,0,0,0,0,0,0,NA,NA,4,2,0,100,60,NA,NA,60,NA,40,50,NA,NA,NA,60,50,85,15,15,85,30,0,15,100,60,85,40,0,40,85,70,100,85,85,85,0,70,0,1,1,2,-1,1,2,NA,2,-1,-1,85,70,60,0,100,"WI",2,1,0,0,0,1,0,0,0,0,0,1,1,1,0
"267",300674,0.48069999,1,1,1,0,1,NA,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,50,0,50,50,50,50,NA,50,50,NA,NA,NA,0,50,50,50,50,50,50,50,50,70,50,50,50,50,50,50,50,50,50,50,0,50,50,50,1,0,NA,1,1,1,1,2,-1,1,50,85,50,50,100,"NH",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"268",300675,0.76429999,1,0,0,0,1,3,2,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,2,50,60,50,50,NA,50,NA,NA,NA,NA,NA,50,NA,NA,60,50,85,100,15,40,100,85,15,40,50,85,40,85,85,70,85,40,85,85,100,40,0,0,NA,0,1,3,-1,3,0,1,85,85,85,40,85,"TN",2,0,1,1,0,0,0,0,0,0,NA,NA,1,1,0
"269",300676,0.56660002,1,1,1,0,1,NA,4,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,4,1,85,50,50,50,50,50,NA,50,50,NA,NA,NA,50,50,50,50,50,50,50,50,50,85,50,50,50,60,50,50,50,85,50,50,85,60,50,100,1,1,2,-1,1,1,NA,2,1,-1,50,50,100,30,50,"KS",3,0,0,1,0,1,0,0,0,0,1,0,1,0,1
"270",300677,0.139,1,0,1,0,0,NA,5,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,1,NA,15,15,30,50,NA,85,NA,15,50,NA,NA,NA,50,50,40,50,80,50,70,70,85,70,70,60,70,70,50,50,70,70,70,85,50,70,85,NA,1,1,1,1,1,1,NA,3,-1,-1,50,50,50,60,50,"IL",1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"271",300679,0.66420001,1,0,0,0,1,6,2,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,NA,NA,70,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,100,85,85,100,70,85,50,100,60,30,85,70,70,50,85,100,100,100,-1,1,2,1,1,2,NA,4,1,1,70,85,70,70,60,"TX",2,0,1,1,0,0,0,1,0,0,NA,NA,0,0,0
"272",300680,2.0413001,1,1,1,1,1,NA,1,0,0,1,0,4,0,1,0,0,0,0,0,0,NA,NA,4,2,15,100,30,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,85,50,100,85,50,50,60,100,50,50,60,0,70,50,0,100,50,0,100,50,70,50,-1,1,1,1,1,2,1,1,-1,1,70,15,50,0,100,"LA",2,0,1,1,1,0,0,0,0,0,0,1,1,1,0
"273",300687,1.026,1,0,1,1,1,NA,7,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,NA,4,2,0,100,NA,0,NA,85,NA,NA,70,NA,NA,NA,85,NA,85,85,50,70,50,0,50,70,70,85,15,60,30,85,55,100,85,0,100,60,70,0,1,1,1,1,1,1,NA,3,-1,-1,70,60,70,40,70,"AR",4,1,0,0,0,1,0,0,0,0,NA,NA,1,1,0
"274",300693,2.5263,1,0,1,0,1,4,2,0,1,2,1,2,0,0,0,0,0,0,1,0,0,0,4,1,85,40,50,50,60,50,NA,50,50,NA,NA,NA,60,50,50,70,70,70,100,70,85,70,85,85,85,50,85,50,50,85,50,70,85,50,85,100,1,1,1,1,1,1,1,4,1,0,100,100,100,0,100,"SC",3,0,1,1,0,0,0,0,0,0,NA,NA,1,0,1
"275",300694,0.72820002,1,1,1,1,1,2,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,85,0,50,50,100,NA,NA,NA,NA,NA,100,70,NA,85,15,40,70,60,85,85,70,85,40,60,85,85,50,70,70,85,85,50,70,70,85,85,1,1,1,1,1,1,NA,3,1,1,NA,NA,NA,NA,NA,"MA",2,0,1,0,0,1,0,0,0,0,1,0,1,0,1
"276",300695,0.35980001,1,0,1,0,0,4,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,2,NA,70,0,50,60,NA,NA,NA,NA,NA,NA,NA,NA,70,30,50,50,100,85,85,85,60,100,30,40,50,100,50,30,100,100,100,50,60,100,100,85,1,1,2,1,1,1,-1,3,1,1,100,100,85,50,30,"KS",3,0,1,0,0,0,0,0,1,0,NA,NA,0,0,0
"277",300696,0.58990002,1,1,1,1,1,7,7,0,0,1,1,5,1,0,0,0,0,0,1,0,0,0,4,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,0,100,50,85,85,15,0,0,85,85,100,60,50,30,50,40,100,85,85,100,15,60,0,0,0,NA,-1,1,1,1,2,1,0,100,100,100,15,100,"TX",3,1,0,0,1,0,0,0,0,0,0,1,1,1,0
"278",300699,1.4935,1,0,0,0,NA,6,6,0,0,6,0,4,1,0,0,1,0,0,1,0,0,0,NA,NA,15,85,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,85,85,100,50,30,30,60,85,70,60,70,50,30,70,60,100,85,40,100,40,85,30,1,0,NA,1,0,NA,NA,1,0,1,70,70,70,30,70,"WA",1,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"279",300702,0.75089997,1,0,1,0,1,4,4,1,0,1,1,3,0,1,1,1,0,0,0,0,NA,NA,4,1,50,50,NA,NA,50,60,NA,50,60,NA,NA,NA,60,50,50,NA,60,60,50,60,60,60,40,50,60,50,60,40,60,85,70,40,70,40,85,60,1,1,2,1,1,2,NA,3,0,-1,70,85,85,50,85,"KS",4,0,0,0,0,1,0,0,0,0,NA,NA,1,0,1
"280",300703,0.61129999,1,0,1,0,1,6,7,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,2,15,70,30,NA,NA,70,NA,NA,100,NA,NA,NA,50,30,85,NA,60,70,15,30,70,85,85,70,60,40,50,50,50,85,70,50,85,50,50,0,0,1,1,0,1,1,NA,3,0,-1,50,70,50,15,50,"OK",3,1,0,1,0,1,0,0,0,0,NA,NA,1,1,0
"281",300704,0.46470001,1,1,1,0,1,4,2,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,4,1,60,0,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,50,30,50,70,30,70,70,60,70,50,40,40,70,40,50,70,60,70,30,70,70,60,70,1,1,2,1,1,1,-1,3,1,0,85,100,85,85,70,"DC",5,0,1,1,0,0,0,1,0,0,1,0,1,0,1
"282",300705,0.4632,1,1,1,1,1,6,7,1,0,1,0,4,0,0,0,0,0,0,1,0,1,1,4,2,15,85,50,40,50,70,NA,50,NA,NA,NA,NA,NA,40,85,50,50,70,50,15,70,60,60,85,50,50,40,60,50,85,60,85,85,50,50,15,-1,1,2,-1,1,2,NA,3,1,0,50,50,50,40,50,"IL",2,1,0,1,0,0,0,0,1,0,0,1,1,1,0
"283",300706,1.7284,1,1,1,0,1,2,3,1,0,1,1,5,0,1,1,0,1,0,0,0,0,0,4,2,15,85,50,15,NA,60,NA,NA,NA,NA,NA,50,NA,15,70,50,100,85,60,85,70,85,50,70,50,85,50,70,85,85,85,50,85,85,85,60,1,1,2,-1,1,1,NA,3,0,0,85,85,85,60,85,"TX",4,0,0,1,0,1,0,0,0,0,0,1,1,1,0
"284",300709,0.38769999,1,1,1,1,1,NA,2,0,0,1,0,3,0,0,1,0,0,0,0,0,NA,NA,4,2,30,60,NA,NA,NA,85,NA,70,NA,NA,NA,NA,NA,NA,60,NA,100,NA,50,50,50,70,40,50,40,0,50,85,30,70,NA,15,60,NA,60,15,1,1,2,NA,1,1,-1,4,1,1,60,40,40,40,70,"IL",1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
"285",300711,1.6633,1,0,0,0,1,6,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NA,NA,85,50,NA,NA,NA,50,NA,NA,NA,NA,NA,50,NA,NA,NA,45,NA,95,60,50,60,90,80,80,70,0,85,80,80,95,95,50,85,0,100,90,1,1,2,0,1,2,-1,2,1,1,100,100,100,50,100,"TX",2,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0
"286",300717,1.8186001,1,0,1,0,1,6,7,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,3,NA,15,60,50,NA,NA,NA,NA,50,40,NA,NA,NA,NA,NA,NA,NA,50,40,60,50,30,60,15,60,40,50,50,50,50,85,50,30,85,50,85,15,-1,1,3,-1,1,1,NA,3,NA,1,50,50,50,40,50,"OH",4,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"287",300719,0,1,1,1,0,1,4,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NJ",5,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"288",300721,2.2337,1,0,1,0,1,NA,6,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,4,2,0,100,50,NA,50,NA,NA,70,NA,NA,NA,NA,0,50,100,100,100,60,50,15,100,100,70,100,70,50,70,40,50,85,85,70,100,50,60,0,1,1,1,1,1,1,NA,1,-1,1,85,85,85,0,85,"IL",2,1,0,1,1,0,0,0,0,0,NA,NA,1,1,0
"289",300723,0,1,0,1,0,1,6,7,0,0,1,1,5,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TN",3,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"290",300724,1.5457,1,1,0,0,NA,NA,3,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,NA,NA,40,60,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,40,70,50,30,60,50,50,30,50,50,50,50,60,50,50,70,50,1,-1,2,0,1,1,1,3,0,1,50,30,50,15,50,"MI",3,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"291",300726,0.57480001,1,1,1,NA,NA,4,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,4,2,0,0,50,NA,50,50,NA,0,0,NA,NA,NA,50,50,NA,50,100,50,50,30,40,70,0,50,15,85,0,50,50,85,70,50,85,85,70,60,1,0,NA,-1,1,1,-1,3,0,0,50,15,50,0,85,"NH",2,0,0,1,1,0,0,0,0,0,1,0,1,1,0
"292",300727,0.75089997,1,0,0,0,NA,NA,1,0,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,85,50,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,60,50,85,NA,NA,60,50,NA,50,NA,NA,60,NA,85,70,1,1,2,-1,1,1,NA,2,NA,-1,50,85,85,70,90,"KS",1,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0
"293",300731,2.9565001,1,1,1,0,1,NA,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,4,1,70,50,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,60,85,85,50,50,85,70,70,50,70,50,85,50,50,85,50,70,85,50,85,70,1,1,2,0,1,1,NA,2,-1,0,60,60,70,50,70,"LA",2,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"294",300732,1.4457,1,0,1,0,1,NA,1,1,0,2,1,2,0,0,0,0,0,0,0,0,NA,NA,3,NA,85,70,NA,85,NA,50,NA,NA,NA,NA,50,70,NA,NA,60,70,30,70,50,NA,50,50,70,50,70,50,70,70,50,100,50,60,85,0,70,70,1,0,NA,1,1,2,1,1,0,0,70,70,85,70,70,"MS",2,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0
"295",300734,0.55659997,1,0,1,0,0,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,NA,15,30,50,50,NA,NA,NA,NA,NA,NA,60,NA,NA,40,40,50,50,60,60,50,50,85,35,50,50,100,50,50,85,70,90,40,70,100,100,70,1,-1,2,-1,1,1,NA,4,1,1,70,70,70,15,70,"MI",3,0,0,1,0,1,0,0,0,0,NA,NA,0,0,0
"296",300735,1.4181,1,0,0,0,1,4,7,0,0,1,0,5,0,0,0,0,0,0,0,1,NA,NA,2,NA,0,85,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,50,NA,70,50,50,50,50,30,40,60,40,70,40,50,40,60,40,60,50,50,100,50,70,15,1,1,1,-1,1,1,NA,1,0,1,85,60,70,0,85,"SC",3,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0
"297",300736,3.9394,1,0,1,0,0,5,6,0,0,5,0,3,0,1,1,0,1,0,0,0,0,0,1,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,85,50,50,0,30,50,50,70,60,40,30,50,0,100,50,50,60,0,70,50,1,0,NA,1,1,1,NA,2,1,1,60,60,60,60,60,"IN",2,1,0,1,0,0,0,1,0,0,NA,NA,0,0,0
"298",300739,0.50470001,1,0,1,0,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,70,30,40,70,50,NA,NA,50,50,NA,NA,NA,40,60,15,50,85,50,70,60,50,70,60,40,50,70,50,70,85,60,70,50,70,60,85,85,1,1,2,1,1,1,1,3,1,1,70,70,85,60,85,"IL",2,0,1,1,0,1,0,0,0,0,NA,NA,1,0,1
"299",300740,0.74919999,1,1,1,0,1,NA,3,0,NA,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,1,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,50,60,60,70,70,70,70,70,50,70,60,60,60,60,60,70,50,70,NA,1,1,2,1,1,3,NA,4,1,-1,50,50,50,50,50,"CO",1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
"300",300743,4.7912998,1,1,1,1,1,3,1,1,0,1,0,1,0,1,1,1,1,0,0,0,NA,NA,4,1,100,0,40,70,100,0,NA,85,NA,100,NA,NA,NA,100,0,0,100,60,70,100,100,100,60,50,60,50,30,50,85,70,85,0,85,50,100,100,1,1,1,0,1,1,1,4,1,-1,100,100,100,100,70,"CA",2,0,1,1,0,1,0,0,0,0,1,0,1,0,1
"301",300745,1.9715,1,1,1,0,1,5,4,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,15,70,85,60,70,50,NA,70,40,NA,NA,NA,70,30,40,40,50,50,30,30,85,70,15,85,40,50,15,40,50,100,30,30,0,50,85,50,1,-1,1,1,1,1,NA,4,1,1,50,50,50,40,50,"FL",3,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"302",300747,2.7472999,1,0,1,0,1,6,7,0,0,5,1,3,1,0,0,0,1,0,0,0,NA,NA,4,2,0,100,NA,50,50,NA,NA,NA,NA,NA,0,50,NA,60,100,60,100,70,50,50,60,100,85,70,60,70,60,70,50,100,100,50,100,70,60,70,1,1,1,-1,1,1,NA,2,-1,-1,50,50,70,0,100,"MA",3,1,0,0,1,0,0,0,0,0,NA,NA,1,1,0
"303",300749,0.27360001,1,1,1,1,1,1,3,0,0,5,0,3,0,0,0,0,0,0,0,0,NA,NA,4,1,70,0,50,NA,85,30,40,NA,NA,NA,50,0,NA,70,50,15,100,85,50,100,100,70,50,0,50,60,70,50,50,100,50,0,60,50,85,60,-1,1,1,-1,1,1,NA,4,1,-1,85,100,85,70,85,"TX",4,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"304",300750,0.59939998,1,1,1,1,1,4,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,4,3,40,60,100,40,50,60,NA,50,60,NA,NA,NA,30,40,60,50,60,50,50,50,60,70,60,50,50,70,50,50,70,70,70,50,70,70,85,40,-1,1,1,-1,1,1,NA,3,-1,1,85,85,85,40,85,"IL",3,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"305",300751,0.28040001,1,0,0,0,NA,NA,4,0,0,5,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,30,0,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50,50,60,100,50,50,50,100,50,0,50,50,60,30,50,100,50,100,1,0,NA,0,1,1,1,3,0,0,70,85,70,100,70,"CA",2,0,0,1,0,0,0,1,0,0,NA,NA,0,0,0
"306",300753,0,1,1,1,1,1,6,6,1,0,1,1,5,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AR",4,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"307",300757,0.6415,1,1,0,0,NA,4,5,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,NA,50,50,0,NA,NA,NA,NA,50,50,NA,NA,50,0,NA,50,50,60,60,60,50,50,40,50,50,40,50,50,50,50,70,50,50,50,1,1,2,1,1,1,NA,2,-1,1,50,50,50,50,50,"TN",2,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"308",300759,0.50770003,1,0,0,0,NA,6,6,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,NA,NA,40,70,NA,NA,40,NA,NA,NA,NA,NA,60,40,NA,NA,70,NA,85,85,50,70,40,50,40,60,60,50,70,50,40,70,50,50,70,50,70,40,1,1,2,0,1,1,NA,3,0,0,60,70,60,30,85,"MN",4,1,0,1,1,0,0,0,0,0,NA,NA,0,0,0
"309",300766,0.33039999,1,0,0,0,NA,4,3,0,0,6,0,2,0,0,0,0,1,0,0,0,NA,NA,4,1,85,30,NA,NA,NA,30,NA,NA,NA,NA,60,70,NA,60,NA,NA,70,50,NA,NA,85,85,60,NA,40,0,30,100,60,100,100,15,1,0,85,50,1,1,1,NA,1,1,NA,2,NA,-1,40,40,60,40,50,"TN",1,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1
"310",300768,0.76859999,1,0,1,0,1,4,6,0,0,1,1,4,0,0,0,0,0,0,0,0,NA,NA,4,2,0,85,50,40,50,50,NA,15,40,NA,NA,NA,50,50,50,50,100,40,100,60,70,60,40,60,60,50,40,85,50,70,70,40,70,50,100,30,0,0,NA,-1,1,1,NA,2,1,0,60,40,60,40,60,"IL",4,1,0,1,1,0,0,0,0,0,NA,NA,1,1,0
"311",300769,0.597,1,0,1,0,1,4,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,1,85,0,50,50,50,50,NA,70,50,NA,NA,NA,50,50,50,50,50,50,50,50,50,85,60,50,50,50,50,85,50,100,50,50,15,50,70,100,0,0,NA,0,1,2,1,2,0,0,100,100,100,50,100,"NC",1,0,1,0,0,0,0,0,0,0,NA,NA,1,0,1
"312",300770,0.41819999,1,1,0,0,NA,5,4,0,1,1,0,2,1,0,0,0,1,0,0,0,1,0,NA,NA,15,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,85,60,50,70,40,15,40,70,60,60,40,70,30,85,85,60,70,85,60,50,40,0,0,1,2,-1,1,1,NA,1,1,-1,70,70,70,15,60,"LA",3,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"313",300774,0,1,0,0,0,NA,NA,7,0,0,1,0,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA",1,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"314",300775,0.3452,1,1,1,1,NA,6,7,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,50,0,0,0,NA,NA,NA,NA,85,70,NA,0,100,50,50,100,0,0,50,85,50,100,100,50,30,85,60,100,100,40,100,60,100,0,-1,1,1,-1,-1,1,1,1,0,0,50,50,50,40,100,"TX",2,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"315",300779,0,1,1,1,0,1,6,1,1,0,2,0,2,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NC",2,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"316",300780,1.1584001,1,1,1,0,1,6,7,1,0,5,NA,5,1,1,0,0,1,0,1,0,0,0,4,2,15,85,50,40,NA,50,NA,30,85,NA,NA,NA,30,15,100,40,100,70,50,0,40,85,70,85,40,50,70,70,40,100,100,60,85,40,60,0,0,0,NA,0,1,2,1,3,0,0,85,100,50,40,85,"FL",4,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"317",300784,0.54320002,1,NA,1,0,1,4,6,0,0,1,1,5,0,0,0,0,0,0,1,1,NA,NA,4,1,60,30,50,50,NA,50,NA,NA,70,NA,NA,NA,70,70,30,50,100,70,70,70,85,100,70,70,85,100,70,60,100,100,100,NA,100,100,70,50,1,1,1,-1,1,2,NA,3,0,0,70,60,70,40,60,"KS",5,1,0,1,1,0,0,0,0,0,NA,NA,1,0,1
